employee_id,department,position,gender,age,education,years_at_company,monthly_salary,performance_score,job_satisfaction,overtime,training_hours,work_mode,attrition
EMP0363,บุคคล,เจ้าหน้าที่ HR,หญิง,30,ปริญญาตรี,3,21800,3.0,5,ไม่มี,34,ออฟฟิศ,อยู่ต่อ
EMP0088,ปฏิบัติการ,หัวหน้างาน,หญิง,40,ปวส.,10,41200,,1,ไม่มี,19,ออฟฟิศ,ลาออก
EMP0144,ขาย,พนักงานขาย,หญิง,26,ปริญญาตรี,3,22900,3.4,2,ไม่มี,45,Hybrid,ลาออก
EMP0684,ขาย,พนักงานขาย,ชาย,42,ปริญญาตรี,8,25600,3.9,1,ไม่มี,44,Hybrid,อยู่ต่อ
EMP0075,ปฏิบัติการ,หัวหน้างาน,ชาย,38,ปริญญาตรี,8,37600,4.3,5,มี,11,ออฟฟิศ,ลาออก
EMP0463,ขาย,หัวหน้าทีมขาย,ชาย,31,ปวส.,8,45400,3.3,4,ไม่มี,12,Hybrid,อยู่ต่อ
EMP0142,IT,Data Analyst,หญิง,29,ปริญญาตรี,7,74000,3.0,2,ไม่มี,34,Hybrid,ลาออก
EMP0114,IT,Developer,หญิง,35,ปริญญาตรี,1,30900,3.4,2,มี,54,ออฟฟิศ,อยู่ต่อ
EMP0166,การตลาด,Marketing Executive,หญิง,39,ปริญญาตรี,10,27900,2.4,3,มี,32,Hybrid,อยู่ต่อ
EMP0221,ปฏิบัติการ,ผู้จัดการโรงงาน,ชาย,45,ปวส.,12,55900,4.1,4,มี,,ออฟฟิศ,ลาออก
EMP0456,ปฏิบัติการ,ผู้จัดการโรงงาน,หญิง,40,ปริญญาโท,12,62300,3.7,3,ไม่มี,44,Hybrid,อยู่ต่อ
EMP0056,การตลาด,ผู้จัดการการตลาด,ชาย,30,ปริญญาตรี,8,83800,2.9,5,ไม่มี,26,Hybrid,อยู่ต่อ
EMP0043,การตลาด,Content Creator,หญิง,43,ปริญญาตรี,11,65000,3.4,4,มี,4,Hybrid,อยู่ต่อ
EMP0505,ปฏิบัติการ,หัวหน้างาน,หญิง,33,ปริญญาโท,6,35600,3.1,5,ไม่มี,17,ออฟฟิศ,อยู่ต่อ
EMP0595,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,25,ปวส.,0,16700,3.7,2,ไม่มี,50,ออฟฟิศ,ลาออก
EMP0373,การตลาด,Marketing Executive,ชาย,32,ปวส.,6,24600,4.3,1,ไม่มี,28,Hybrid,อยู่ต่อ
EMP0707,การตลาด,Marketing Executive,ชาย,32,ปริญญาตรี,9,30700,1.8,3,มี,45,Hybrid,อยู่ต่อ
EMP0680,ปฏิบัติการ,หัวหน้างาน,หญิง,35,ปริญญาตรี,11,44500,3.3,3,ไม่มี,6,ออฟฟิศ,อยู่ต่อ
EMP0417,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,37,ปริญญาตรี,3,16200,2.6,1,ไม่มี,1,ออฟฟิศ,ลาออก
EMP0765,บัญชี,เจ้าหน้าที่บัญชี,หญิง,31,ปริญญาตรี,4,27900,4.4,2,ไม่มี,41,WFH,อยู่ต่อ
EMP0559,ปฏิบัติการ,หัวหน้างาน,หญิง,31,ปริญญาตรี,7,33400,2.8,3,มี,26,WFH,อยู่ต่อ
EMP0444,IT,Developer,หญิง,36,ปริญญาโท,5,37300,4.2,2,ไม่มี,4,ออฟฟิศ,อยู่ต่อ
EMP0066,ขาย,พนักงานขาย,หญิง,38,ปริญญาตรี,4,19500,4.1,3,ไม่มี,47,WFH,อยู่ต่อ
EMP0278,ขาย,พนักงานขาย,หญิง,26,ปริญญาตรี,4,21400,3.5,5,ไม่มี,5,ออฟฟิศ,อยู่ต่อ
EMP0097,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,39,ปวส.,6,19300,2.7,4,ไม่มี,37,Hybrid,อยู่ต่อ
EMP0502,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,28,ปริญญาตรี,0,13700,1.9,2,มี,23,ออฟฟิศ,ลาออก
EMP0389,ขาย,หัวหน้าทีมขาย,หญิง,32,ปริญญาตรี,2,35500,2.7,5,ไม่มี,53,Hybrid,ลาออก
EMP0411,บัญชี,เจ้าหน้าที่บัญชี,ชาย,27,ปริญญาตรี,0,22000,3.6,4,ไม่มี,53,ออฟฟิศ,อยู่ต่อ
EMP0178,IT,Data Analyst,หญิง,32,ปริญญาตรี,10,78200,3.1,5,มี,7,ออฟฟิศ,อยู่ต่อ
EMP0390,การตลาด,Content Creator,ชาย,28,ปริญญาตรี,4,51100,3.9,1,ไม่มี,2,Hybrid,อยู่ต่อ
EMP0069,การตลาด,ผู้จัดการการตลาด,ชาย,42,ปริญญาตรี,11,75900,3.7,5,ไม่มี,10,ออฟฟิศ,อยู่ต่อ
EMP0537,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,28,ปริญญาตรี,2,18100,3.8,3,ไม่มี,1,ออฟฟิศ,อยู่ต่อ
EMP0449,ปฏิบัติการ,หัวหน้างาน,ชาย,35,ปริญญาโท,11,41100,3.4,1,มี,42,ออฟฟิศ,อยู่ต่อ
EMP0609,บุคคล,เจ้าหน้าที่ HR,หญิง,33,ปวส.,5,22200,4.0,3,ไม่มี,56,ออฟฟิศ,ลาออก
EMP0442,บัญชี,เจ้าหน้าที่บัญชี,หญิง,39,ปริญญาตรี,5,27600,3.8,1,ไม่มี,40,ออฟฟิศ,อยู่ต่อ
EMP0604,บุคคล,เจ้าหน้าที่ HR,หญิง,30,ปริญญาตรี,0,20100,4.5,2,ไม่มี,29,Hybrid,อยู่ต่อ
EMP0451,การตลาด,Marketing Executive,ชาย,26,ปริญญาตรี,1,26000,3.4,5,ไม่มี,50,ออฟฟิศ,อยู่ต่อ
EMP0593,บุคคล,เจ้าหน้าที่ HR,หญิง,38,ปวส.,7,29000,3.5,5,ไม่มี,6,Hybrid,อยู่ต่อ
EMP0113,การตลาด,Marketing Executive,ชาย,32,ปริญญาโท,1,26300,2.7,3,ไม่มี,42,ออฟฟิศ,อยู่ต่อ
EMP0469,บุคคล,เจ้าหน้าที่ HR,ชาย,36,ปวส.,6,23400,3.4,1,ไม่มี,44,ออฟฟิศ,ลาออก
EMP0415,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,24,ปริญญาตรี,0,14600,2.9,5,ไม่มี,56,ออฟฟิศ,อยู่ต่อ
EMP0722,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,26,ปริญญาตรี,4,17100,4.2,3,ไม่มี,53,ออฟฟิศ,อยู่ต่อ
EMP0614,IT,Developer,หญิง,32,ปริญญาตรี,8,41100,3.9,1,มี,2,ออฟฟิศ,ลาออก
EMP0772,ขาย,พนักงานขาย,หญิง,29,ปวส.,1,20800,3.6,5,มี,33,Hybrid,อยู่ต่อ
EMP0093,ขาย,พนักงานขาย,ชาย,43,ปริญญาตรี,9,27900,2.8,4,ไม่มี,6,ออฟฟิศ,อยู่ต่อ
EMP0436,การตลาด,Marketing Executive,หญิง,35,ปวส.,6,25700,3.6,1,ไม่มี,11,ออฟฟิศ,อยู่ต่อ
EMP0431,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,39,ปริญญาตรี,5,20600,4.0,5,มี,49,ออฟฟิศ,อยู่ต่อ
EMP0235,บุคคล,เจ้าหน้าที่ HR,ชาย,38,ปริญญาตรี,5,24800,3.1,2,มี,19,ออฟฟิศ,ลาออก
EMP0487,ขาย,พนักงานขาย,หญิง,36,ปริญญาตรี,3,18300,4.5,1,ไม่มี,9,ออฟฟิศ,อยู่ต่อ
EMP0027,ขาย,หัวหน้าทีมขาย,ชาย,39,ปวส.,8,42000,3.4,1,ไม่มี,57,ออฟฟิศ,อยู่ต่อ
EMP0218,ปฏิบัติการ,หัวหน้างาน,ชาย,37,ปวส.,7,33500,2.8,1,ไม่มี,28,Hybrid,อยู่ต่อ
EMP0085,IT,IT Support,หญิง,42,ปวส.,14,134700,2.5,2,ไม่มี,40,ออฟฟิศ,อยู่ต่อ
EMP0107,IT,Developer,ชาย,31,ปริญญาตรี,5,36200,3.0,2,ไม่มี,9,ออฟฟิศ,ลาออก
EMP0082,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,35,ปวส.,5,19900,3.3,1,ไม่มี,35,ออฟฟิศ,อยู่ต่อ
EMP0638,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,34,ปริญญาตรี,11,22800,2.0,2,ไม่มี,58,ออฟฟิศ,ลาออก
EMP0577,IT,Developer,หญิง,35,ปริญญาโท,10,41700,2.8,2,มี,17,ออฟฟิศ,อยู่ต่อ
EMP0468,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,29,ปวส.,7,21900,2.1,2,ไม่มี,57,Hybrid,ลาออก
EMP0596,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,39,ปริญญาโท,12,22800,2.6,5,ไม่มี,39,Hybrid,อยู่ต่อ
EMP0755,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,34,ปริญญาตรี,4,18700,2.6,1,มี,37,ออฟฟิศ,อยู่ต่อ
EMP0729,การตลาด,Marketing Executive,หญิง,24,ปริญญาตรี,0,22200,3.8,5,ไม่มี,0,Hybrid,อยู่ต่อ
EMP0658,IT,Developer,หญิง,29,ปริญญาตรี,4,39500,3.0,5,ไม่มี,23,ออฟฟิศ,อยู่ต่อ
EMP0098,ขาย,หัวหน้าทีมขาย,ชาย,36,ปริญญาตรี,12,46200,3.8,5,ไม่มี,49,ออฟฟิศ,ลาออก
EMP0519,การตลาด,Marketing Executive,หญิง,37,ปริญญาโท,8,33000,3.2,3,ไม่มี,7,WFH,อยู่ต่อ
EMP0659,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,35,ปริญญาตรี,9,22500,3.1,3,มี,57,ออฟฟิศ,อยู่ต่อ
EMP0177,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,38,ปริญญาตรี,4,16500,4.3,1,ไม่มี,30,Hybrid,ลาออก
EMP0397,ขาย,หัวหน้าทีมขาย,ชาย,38,ปริญญาตรี,10,49500,3.5,5,มี,36,ออฟฟิศ,อยู่ต่อ
EMP0199,ปฏิบัติการ,หัวหน้างาน,หญิง,31,ปวส.,7,37700,3.9,4,มี,57,ออฟฟิศ,ลาออก
EMP0175,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,41,ปริญญาตรี,7,18700,4.3,3,ไม่มี,9,ออฟฟิศ,อยู่ต่อ
EMP0167,ปฏิบัติการ,หัวหน้างาน,หญิง,31,ปวส.,6,37900,5,3,ไม่มี,4,Hybrid,อยู่ต่อ
EMP0794,IT,Developer,หญิง,32,ปริญญาโท,2,32500,3.6,1,ไม่มี,41,ออฟฟิศ,อยู่ต่อ
EMP0256,บุคคล,ผู้จัดการ HR,หญิง,50,ปริญญาตรี,17,82800,3.3,2,ไม่มี,0,Hybrid,อยู่ต่อ
EMP0408,การตลาด,Marketing Executive,ชาย,33,ปริญญาตรี,0,24300,2.2,4,ไม่มี,4,ออฟฟิศ,อยู่ต่อ
