enroll_id,enroll_date,course_category,course_name,learning_mode,customer_type,seats,price_per_seat,total_amount,lead_source,satisfaction,completed
ENR01034,2024-12-12,Excel,Excel Basic,Onsite,องค์กร,10,3500,31500,องค์กรส่งมา,5,สำเร็จ
ENR01459,2024-08-20,Python,Machine Learning,Online Live,องค์กร,2,8900,17800,Facebook,3.9,สำเร็จ
ENR01211,2025-02-01,Python,Machine Learning,Online Live,องค์กร,5,8900,40050,Google Search,4.3,สำเร็จ
ENR01101,2024-01-23,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,Facebook,4.5,สำเร็จ
ENR00940,2025-08-31,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,4.3,สำเร็จ
ENR01011,2024-07-01,Python,Python for Beginner,Online Live,องค์กร,5,5900,26550,องค์กรส่งมา,4.1,ไม่สำเร็จ
ENR00629,2025-02-04,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,1,4900,4900,LINE OA,5.0,สำเร็จ
ENR00782,2024-03-26,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,TikTok,4.7,สำเร็จ
ENR00231,2025-10-07,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,3,5900,17700,TikTok,4.5,ไม่สำเร็จ
ENR00754,2025-04-09,Python,Python Data Analysis,Onsite,องค์กร,1,6900,6900,เพื่อนแนะนำ,5.0,สำเร็จ
ENR01190,2025-10-29,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,TikTok,4.9,สำเร็จ
ENR00300,2025-02-03,Python,Machine Learning,Online Live,องค์กร,5,8900,40050,องค์กรส่งมา,4.7,สำเร็จ
ENR00352,2024-12-10,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,LINE OA,4.6,สำเร็จ
ENR00167,2025-05-30,Excel,Excel Advanced,Onsite,องค์กร,1,4500,4500,LINE OA,4.3,สำเร็จ
ENR01041,2025-02-07,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,เพื่อนแนะนำ,4.2,สำเร็จ
ENR01492,2025-08-17,SQL,SQL for Data Analyst,Onsite,องค์กร,5,5500,24750,Google Search,4.1,สำเร็จ
ENR00763,2024-03-03,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,1,6900,6900,เพื่อนแนะนำ,4.5,สำเร็จ
ENR00806,2024-01-14,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,1,5900,5900,Facebook,3.9,สำเร็จ
ENR00573,2025-07-01,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,เพื่อนแนะนำ,3.4,สำเร็จ
ENR00358,2025-08-31,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,LINE OA,5,สำเร็จ
ENR00247,2024-02-26,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,Google Search,4.5,สำเร็จ
ENR00710,2024-08-04,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,2,3900,7800,เพื่อนแนะนำ,4.5,สำเร็จ
ENR01365,2025-08-04,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,LINE OA,4.6,สำเร็จ
ENR00083,2024-09-06,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,1,5500,5500,เพื่อนแนะนำ,4.5,สำเร็จ
ENR01341,2025-01-11,SQL,SQL for Data Analyst,E-Learning,บุคคลทั่วไป,1,4400,4400,TikTok,4.9,สำเร็จ
ENR00350,2024-09-02,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,2,4400,8800,TikTok,3.7,สำเร็จ
ENR01303,2025-01-29,Office,Word Professional,Online Live,บุคคลทั่วไป,1,2900,2900,Google Search,4.2,สำเร็จ
ENR00772,2024-03-16,Office,PowerPoint Design,Onsite,บุคคลทั่วไป,1,3200,3200,เพื่อนแนะนำ,5,สำเร็จ
ENR00023,2025-12-28,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,1,3120,3120,เพื่อนแนะนำ,4.4,สำเร็จ
ENR01216,2025-01-22,SQL,SQL for Data Analyst,Online Live,องค์กร,5,5500,24750,องค์กรส่งมา,4.8,สำเร็จ
ENR01060,2025-06-17,Office,Word Professional,Onsite,บุคคลทั่วไป,3,2900,8700,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00253,2025-09-10,Excel,Excel Basic,Onsite,องค์กร,5,3500,15750,องค์กรส่งมา,4.8,สำเร็จ
ENR00042,2024-02-24,AI Tools,ChatGPT for Work,Online Live,องค์กร,5,3900,17550,LINE OA,3.6,สำเร็จ
ENR00155,2025-08-06,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,Google Search,4.6,สำเร็จ
ENR00523,2024-06-11,Excel,Excel Basic,Online Live,บุคคลทั่วไป,1,3500,3500,Facebook,5,สำเร็จ
ENR01404,2025-10-20,SQL,SQL for Data Analyst,E-Learning,บุคคลทั่วไป,1,4400,4400,TikTok,4.9,สำเร็จ
ENR01196,2024-01-15,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,2,3920,7840,เพื่อนแนะนำ,5,สำเร็จ
ENR01413,2025-12-03,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,1,3900,3900,Facebook,4.5,สำเร็จ
ENR00885,2025-02-27,Excel,Excel Advanced,Onsite,องค์กร,1,4500,4500,Facebook,4.2,สำเร็จ
ENR00194,2024-01-19,Office,PowerPoint Design,Onsite,องค์กร,5,3200,14400,TikTok,4.4,สำเร็จ
ENR00795,2025-06-10,Python,Python Data Analysis,Onsite,องค์กร,5,6900,31050,องค์กรส่งมา,4.6,สำเร็จ
ENR00917,2025-04-25,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,1,4900,4900,Google Search,4.9,สำเร็จ
ENR00792,2025-03-06,Excel,Excel Dashboard,E-Learning,องค์กร,1,3920,3920,องค์กรส่งมา,5,สำเร็จ
ENR01241,2025-05-23,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.3,ไม่สำเร็จ
ENR00802,2025-10-05,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,Google Search,3.9,สำเร็จ
ENR01482,2024-06-12,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,1,6900,6900,Google Search,4.4,สำเร็จ
ENR00327,2024-04-17,Office,Word Professional,Online Live,บุคคลทั่วไป,3,2900,8700,LINE OA,4.2,สำเร็จ
ENR00783,2024-05-07,Python,Machine Learning,Online Live,องค์กร,10,8900,80100,Facebook,4.5,สำเร็จ
ENR00402,2024-09-03,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,Facebook,4.2,สำเร็จ
ENR01106,2024-12-30,Office,PowerPoint Design,Online Live,องค์กร,5,3200,14400,LINE OA,4.3,สำเร็จ
ENR01045,2025-02-05,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,Google Search,4.4,สำเร็จ
ENR01373,2024-09-12,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,1,3920,3920,Google Search,4.6,สำเร็จ
ENR00139,2025-05-23,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,2,3120,6240,Google Search,4.9,สำเร็จ
ENR00651,2024-02-12,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,2,4900,9800,LINE OA,4.5,ไม่สำเร็จ
ENR00830,2024-11-22,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,Facebook,4.6,สำเร็จ
ENR01091,2024-07-16,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,Facebook,4.2,สำเร็จ
ENR00046,2025-10-17,Python,Machine Learning,Online Live,องค์กร,5,8900,40050,Google Search,4.4,สำเร็จ
ENR00112,2025-03-30,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,3,5500,16500,Facebook,4.9,สำเร็จ
ENR01083,2024-04-26,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,Google Search,4.5,สำเร็จ
ENR00602,2025-03-19,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00039,2025-04-07,AI Tools,ChatGPT for Work,Onsite,องค์กร,1,3900,3900,องค์กรส่งมา,5,สำเร็จ
ENR00811,2024-03-03,Power BI,Power BI Desktop,Onsite,องค์กร,1,5500,5500,องค์กรส่งมา,4.2,สำเร็จ
ENR01027,2024-08-20,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,3,4500,13500,Google Search,4.9,สำเร็จ
ENR00266,2024-01-21,Office,PowerPoint Design,Onsite,องค์กร,5,3200,14400,องค์กรส่งมา,4.8,สำเร็จ
ENR00132,2025-08-16,AI Tools,AI Automation,Onsite,องค์กร,1,5900,5900,องค์กรส่งมา,4.4,สำเร็จ
ENR00831,2024-04-01,Excel,Excel Basic,Onsite,องค์กร,1,3500,3500,องค์กรส่งมา,4.6,สำเร็จ
ENR01098,2025-04-30,Office,PowerPoint Design,Online Live,องค์กร,10,3200,28800,องค์กรส่งมา,3.9,สำเร็จ
ENR00757,2024-08-05,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,LINE OA,4.2,สำเร็จ
ENR00268,2024-04-14,Power BI,DAX Formula,Onsite,องค์กร,1,5900,5900,เพื่อนแนะนำ,4.9,สำเร็จ
ENR01085,2024-09-24,Python,Python for Beginner,Online Live,องค์กร,1,5900,5900,องค์กรส่งมา,4.1,สำเร็จ
ENR00002,2024-08-04,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,TikTok,4.2,สำเร็จ
ENR01035,2025-12-24,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,3,3920,11760,TikTok,4.5,สำเร็จ
ENR01465,2024-12-10,Office,Word Professional,Onsite,บุคคลทั่วไป,2,2900,5800,เพื่อนแนะนำ,3.9,สำเร็จ
ENR00237,2025-09-22,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,TikTok,4.4,สำเร็จ
ENR01232,2024-02-23,Power BI,Power BI Desktop,E-Learning,องค์กร,5,4400,19800,องค์กรส่งมา,4.0,สำเร็จ
ENR01466,2024-02-10,Python,Python for Beginner,Onsite,องค์กร,5,5900,26550,องค์กรส่งมา,4.0,สำเร็จ
ENR01297,2024-07-30,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,Google Search,4.4,สำเร็จ
ENR00646,2024-11-20,Excel,Excel Basic,Onsite,องค์กร,10,3500,31500,องค์กรส่งมา,4.6,สำเร็จ
ENR01144,2024-08-29,SQL,SQL Fundamentals,Online Live,องค์กร,10,4900,44100,องค์กรส่งมา,4.4,สำเร็จ
ENR00076,2025-11-16,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,1,5500,5500,Google Search,4.6,สำเร็จ
ENR00410,2024-01-02,Excel,Excel Basic,Online Live,บุคคลทั่วไป,2,3500,7000,TikTok,4.2,สำเร็จ
ENR01016,2024-08-17,Python,Python for Beginner,Onsite,บุคคลทั่วไป,2,5900,11800,Google Search,4.3,สำเร็จ
ENR00550,2024-12-04,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,2,4500,9000,Google Search,4.6,ไม่สำเร็จ
ENR00419,2025-04-18,Excel,Excel Dashboard,Onsite,องค์กร,10,4900,44100,องค์กรส่งมา,4.4,สำเร็จ
ENR00656,2024-08-22,Excel,Excel Basic,Onsite,บุคคลทั่วไป,3,3500,10500,Facebook,4.9,สำเร็จ
ENR01164,2025-04-20,Power BI,Power BI Desktop,Onsite,องค์กร,1,5500,5500,องค์กรส่งมา,4.8,สำเร็จ
ENR00326,2025-10-10,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,2,3900,7800,Google Search,4.1,สำเร็จ
ENR00742,2024-11-09,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,2,5900,11800,Google Search,3.9,สำเร็จ
ENR01298,2025-10-16,Office,PowerPoint Design,Online Live,บุคคลทั่วไป,1,3200,3200,TikTok,3.9,สำเร็จ
ENR01414,2025-12-23,Excel,Excel Basic,Online Live,บุคคลทั่วไป,2,3500,7000,TikTok,4.7,ไม่สำเร็จ
ENR01308,2025-06-05,AI Tools,ChatGPT for Work,Onsite,องค์กร,1,3900,3900,องค์กรส่งมา,3.3,สำเร็จ
ENR01318,2024-08-16,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,LINE OA,4.2,สำเร็จ
ENR00074,2024-01-16,SQL,SQL Fundamentals,Onsite,องค์กร,3,4900,14700,TikTok,5,ไม่สำเร็จ
ENR00583,2025-07-15,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,3,5900,17700,Google Search,4.4,สำเร็จ
ENR00731,2025-11-05,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,4.6,สำเร็จ
ENR00837,2024-10-13,Excel,Excel Advanced,Online Live,องค์กร,5,4500,20250,Google Search,4.6,สำเร็จ
ENR00444,2025-02-05,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,3,3920,11760,TikTok,4.7,สำเร็จ
ENR00458,2025-09-14,Office,PowerPoint Design,Onsite,องค์กร,10,3200,28800,Google Search,4.6,สำเร็จ
ENR01305,2024-06-06,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,3,5500,16500,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00288,2024-12-26,Excel,Excel Advanced,E-Learning,องค์กร,5,3600,16200,องค์กรส่งมา,4.8,สำเร็จ
ENR01372,2024-10-28,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,2,4900,9800,เพื่อนแนะนำ,4.9,สำเร็จ
ENR00062,2025-04-12,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,4.2,ไม่สำเร็จ
ENR00955,2025-02-24,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,1,3920,3920,TikTok,4.2,สำเร็จ
ENR01113,2025-02-02,Excel,Excel Basic,Online Live,องค์กร,1,3500,3500,องค์กรส่งมา,4.1,สำเร็จ
ENR01066,2025-02-06,Excel,Excel Basic,Online Live,องค์กร,5,3500,15750,เพื่อนแนะนำ,4.8,ไม่สำเร็จ
ENR00178,2024-10-28,AI Tools,ChatGPT for Work,Online Live,องค์กร,1,3900,3900,TikTok,4.5,สำเร็จ
ENR00487,2024-01-09,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,2,4900,9800,Facebook,4.4,สำเร็จ
ENR01223,2024-12-30,Power BI,DAX Formula,Onsite,องค์กร,1,5900,5900,LINE OA,3.8,สำเร็จ
ENR01331,2024-09-08,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,Facebook,4.5,สำเร็จ
ENR01049,2024-08-13,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,1,5500,5500,Facebook,4.4,สำเร็จ
ENR00114,2025-10-04,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,1,3900,3900,Facebook,4.5,สำเร็จ
ENR01215,2025-11-08,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,1,5500,5500,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00198,2024-07-25,Excel,Excel Advanced,Online Live,องค์กร,3,4500,13500,องค์กรส่งมา,4.7,สำเร็จ
ENR00650,2024-12-06,Office,Word Professional,E-Learning,องค์กร,1,2320,2320,Facebook,4.8,สำเร็จ
ENR00519,2024-02-15,Excel,Excel Advanced,E-Learning,องค์กร,1,3600,3600,TikTok,4.3,สำเร็จ
ENR01037,2024-01-22,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,Facebook,4.5,สำเร็จ
ENR00967,2024-09-18,Office,PowerPoint Design,Onsite,องค์กร,5,3200,14400,องค์กรส่งมา,4.1,สำเร็จ
ENR01063,2024-12-30,Office,Word Professional,Onsite,บุคคลทั่วไป,1,2900,2900,เพื่อนแนะนำ,4.7,สำเร็จ
ENR00568,2025-11-01,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,1,3900,3900,TikTok,4.1,สำเร็จ
ENR00931,2025-10-26,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,1,3920,3920,Google Search,4.8,สำเร็จ
ENR01293,2025-12-31,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,Facebook,4.3,ไม่สำเร็จ
ENR00838,2025-01-14,Excel,Excel Basic,Online Live,องค์กร,5,3500,15750,องค์กรส่งมา,4.5,สำเร็จ
ENR00370,2025-12-26,Python,Python for Beginner,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,4.8,สำเร็จ
ENR00739,2024-05-30,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,LINE OA,5,ไม่สำเร็จ
ENR01304,2024-05-08,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,เพื่อนแนะนำ,4.5,สำเร็จ
ENR00411,2024-07-06,Excel,Excel Basic,Online Live,องค์กร,1,3500,3500,Google Search,4.2,สำเร็จ
